"","V1"
"draining",-0.248828561147884
"drains",-1.40795260127494
"dreadful",-0.0178908652900339
"droid",-0.957529528977717
"drop",4.02518912317887
"dropped",3.64868772321754
"dropping",-1.29454393980426
"dual",3.13363562767025
"due",8.39555062669289
"durable",-2.42606933632561
"during",0.812190057800379
"each",4.07226565369414
"ear",-0.622352222151066
"earlier",2.14683712920763
"early",1.75601627936477
"earphones",-3.62635353438151
"ears",0.549330090480104
"ease",0.66150851867477
"easier",5.86928029246452
"easily",13.1483090483348
"easy",15.8860478201133
"ecuador",1.02528577239325
"edge",-4.23474008620476
"edit",0.935325055465853
"editing",0.0322021575109704
"effort",1.59035150866408
"either",-1.06897331445443
"el",-4.95462251949958
"else",-14.4516026667135
"elsewhere",-1.84445963505202
"email",2.7857388693414
"emailed",-0.0224505370405396
"emergency",-1.92310843933368
"emoticons",0.0306121854510751
"empty",-0.0433030647496908
"en",3.28841892359368
"end",0.646776384628553
"ended",-2.21518162655999
"english",-4.73010357799312
"enjoy",0.157497214239592
"enjoying",0.472692056966328
"enough",1.74269709102239
"enter",0.0123449054441189
"entered",-0.380467068332535
"entry",1.58707625154922
"ericssons",-0.132985323452715
"error",0.582497069364249
"es",-1.82523290221889
"especially",6.38041718881989
"etc",2.01499733592165
"europe",13.9566728680529
"european",-0.146126373151133
"evaluation",0.0447089641159589
"even",-0.175406040875924
"ever",3.238399610114
"every",14.3819881883443
"everyday",-0.579534438871864
"everyone",3.0154425288428
"everything",8.77253864039828
"everywhere",0.412377032755483
"ex",-0.479813293028834
"exactly",17.0501257242379
"exceeded",0.0455104856581277
"excelent",27.7106627119189
"excelente",19.5535756672651
"excellent",27.859719127507
"except",7.57677621693575
"exceptionally",0.163558352203947
"exchange",-0.0624922402461045
"excuses",0.00145459129222281
"exelente",7.31379933406036
"expect",15.5085348539446
"expectations",4.56581455967718
"expected",9.62136278996399
"expecting",-2.81442347348103
"expensive",5.84184789936306
"experience",-0.980544281189218
"experienced",0.277300460924811
"expert",0.0441788439535388
"expired",1.18737335072906
"explained",0.273708271897463
"external",0.530373837961187
"extra",1.28612253482616
"extremely",3.46835531890708
"face",3.31470213198918
"facing",-3.2034982181132
"fact",6.81263331530455
"factory",-8.59359521524426
"fail",0.166721929277883
"failed",1.37222677421707
"failure",1.40550768913188
"fair",0.842097284676262
"fairly",-0.227402639857991
"fake",-4.21236742957673
"fall",-1.92461881990667
"family",7.72932925684892
"fan",2.55816100609312
"fantastic",18.8960055502119
"far",18.8837474000031
"fast",8.69875183882298
"faster",4.36007759688735
"father",-1.36187323596913
"fau",-0.28327627633169
"favorite",0.174525085386542
"feature",11.8799295995587
"features",6.50404676108976
"feedback",-0.12101824902731
"feel",8.7105869886858
"feels",0.200975052740695
"fell",-1.97425994475369
"few",1.01808956431577
"fi",0.483445755689443
"fifth",0.107860284708454
"figo",0.101199368647917
"figure",1.69379579375616
"figured",3.94147587447718
"figuring",-1.55173145656161
"file",0.0183543893981276
"files",0.411049092775591
"finally",12.6596613906832
"find",-1.09816467346216
"finding",0.0333006825146067
"fine",8.53802615132176
"finger",8.50646809492391
"fingers",1.0198468163125
"finish",-0.356334482270934
"fire",1.74508934622209
"firmware",-1.97994778563587
"first",-1.96731432010423
"fit",5.77784257373108
"fits",14.7760712517285
"five",1.29759851626065
"fix",-2.44337141401046
"fixed",-9.40271746020792
"fixes",0.107597970673769
"flagship",2.19803596115779
"flash",7.14475622049507
"flawless",2.64463010484428
"flip",1.81044649332492
"fluke",-0.0967188520457769
"focused",-0.519304062561517
"folks",4.11004748165629
"forever",-7.74078655905337
"forget",0.161382236263435
"form",2.14569873200629
"format",0.00801381962829673
"forums",-0.229363402652402
"forward",3.91085061337655
"found",11.7484858520042
"four",8.59800862846322
"free",11.2811344707192
"freeze",-5.30890772057801
"freezes",-5.10644335853356
"freezing",-9.75129146052391
"frequently",0.159856981463452
"friend",-6.26724309923121
"friendly",0.53053467081114
"friends",-1.9546738671494
"front",-6.26642442056426
"froze",-1
"frustrated",0.108114432229264
"frustrating",-6.88133143640011
"full",7.48918708561092
"fully",3.31980425594303
"fun",0.243247409946198
"functional",-8.74221103403315
"functionality",0.375293157947456
"functions",4.19030604379564
"funwheather",-0.104374024619113
"further",0.737380451161112
"future",2.05825118329736
"gadget",-1.55275756907931
"galaxy",0.0432127383870509
"game",3.58120142840959
"games",4.18149962335863
"garbage",-1.03147114808265
"gave",-2.49669363508877
"gb",-5.672030610168
"gen",-0.00548869976706289
"genuine",-2.13779079040059
"german",-0.962673598708785
"get",-4.9090785907962
"gets",-4.11261068586906
"getting",11.7701804500442
"gift",14.4576304951684
"give",2.56299234167636
"given",0.622259110833294
"gives",0.00515594375536477
"glad",14.4347724670164
"glass",-4.88876016157853
"glitches",-1.1439835682913
"glitchy",0.300633380938588
"go",-7.87685257925351
"goes",-10.7422151879658
"going",11.5046279423608
"gold",1.07914702160245
"gone",0.799487493528279
"gonna",-0.34359801960083
"google",9.70662961594277
"gorgeous",1.36901390533591
"gorilla",-0.127031656145492
"got",-3.5840854534353
"gotten",-1.2872900104139
"gps",-1.74635096704925
"granddaughter",-0.809589366301823
"graphics",-0.0149663634239801
"greatly",1.21717113370231
"grey",0.111089703903527
"grid",0.0150009454178188
"grip",3.01117758504014
"gsm",16.2813485895917
"guess",-9.08118772160349
"guessing",-0.466856811148537
"guide",0.337475011911971
"guy",-7.12577043846589
"guys",6.82488596126316
"half",0.534193718632223
"hand",-1.07236361582102
"handle",-0.389633929180687
"hands",8.49427952293101
"handset",-0.00147964075469543
"happen",0.669223322766568
"happened",-13.776146163467
"happens",4.81038051207246
"happier",2.93841817945195
"happy",11.1932311404946
"hard",-4.44865874673833
"hardware",-0.778971965486685
"hassle",2.863316751133
"hate",8.49288312832808
"hated",-2.23191718349097
"havent",6.61647697788115
"having",-4.85319993037621
"hd",6.55483194193565
"hdmi",-0.482776995467328
"he",-1.08426767110268
"head",-3.49683823583216
"headphone",3.16730837585547
"headphones",6.09453617529372
"headset",-0.739908286360898
"hear",-8.992885805722
"hearing",-3.74237489741758
"heats",-1.37559706469311
"heavy",4.21352092040216
"heck",-0.00646011861163212
"hell",-0.289771815419943
"help",-2.03842908212739
"helpful",5.12229805871492
"her",1.8024588181846
"here",9.60911131931144
"heres",-0.160858544204727
"hesitant",7.19359656642786
"high",6.18331000026218
"higher",0.197307935922287
"highly",9.00556427110106
"his",3.66375681626723
"hiswas",-0.0173423144069076
"hold",13.7473025211563
"holding",4.81658560593071
"holds",-3.22904319203606
"home",-2.20021483107381
"honest",-0.00277782794507481
"honestly",2.07673893591804
"hope",-0.926368044872722
"hopefully",-0.75500065717845
"hopes",-0.0393572645188783
"horrible",-24.7298400206816
"hot",-4.14606308704409
"hotknot",0.0147764783255221
"hotspot",-2.99045245076215
"hour",4.08095530502515
"hours",-8.67193370905784
"how",4.49011905029955
"however",3.53971699390096
"hspa",0.430904550581216
"htc",-11.558890858775
"huawei",-1.29038258273935
"hub",0.706316975489189
"huge",-1.40083637011663
"husband",-5.14656285110532
"husbands",-0.0230898789397924
"i<U+653C><U+3E32>۪m",0.0963648978565321
"id",0.541168388182908
"idol",0.249455223508653
"if",2.20365524770629
"ill",0.22711998849273
"im",6.74574568827979
"image",0.261093198000614
"images",0.719600945072304
"imagine",3.50634796496593
"imei",-1.53519783815148
"immediately",4.21197214317623
"implementation",0.0519689172619781
"important",3.76438076593233
"impossible",-9.07579844183457
"impressed",10.8345472436409
"inch",4.3796491089853
"inches",0.0323742562540725
"include",0.68315596775211
"included",-6.45389930505125
"including",-1.66062458875826
"inconvenient",0.34967422637535
"incredible",6.21782250046012
"incredibly",-2.52767743797707
"indeed",1.98398915751255
"india",-0.193640577196656
"info",0.309812140668244
"information",2.71245586430813
"initial",0.100567518423175
"initially",0.738311021855615
"ink",0.0174778975231653
"input",0.845870395518769
"inserted",-0.268012293848196
"inside",-4.28802282909287
"install",-2.47458005374121
"installed",2.24193291360861
"installing",3.19715002862588
"instead",-8.16697131036926
"instruction",0.868053976019284
"instructions",10.5206241305202
"insurance",-0.0863010033424391
"intact",0.105915126519818
"intended",-0.252983645968029
"interesting",-0.0873327850656214
"interface",-0.144261117420865
"internal",-3.3409172750242
"international",-0.748038879838635
"internationally",0.337250766326507
"internet",-0.613882750585165
"into",-2.77259380111037
"intuitive",0.166094250443376
"ios",-0.931906611336113
"ipad",0.14993763763174
"iphone",-1.42122387548588
"iphones",2.71099451412795
"ipod",1.30659344113377
"ips",0.264486836387818
"ironic",-0.306379418385775
"irritating",-1.06682554244009
"isnt",7.47431923858297
"issue",-1.76108102380309
"issues",-1.38702010931997
"item",8.34179234293856
"items",4.88889772814909
"itself",-3.13877035376951
"itunes",-0.941600139438098
"ive",3.01815462889203
"jack",-0.385948445238196
"job",16.8380554242942
"jr",-0.0142756035391127
"jump",0.169690005811267
"june",-5.14704299573218
"junk",-10.7009634695589
"just",1.43518506447024
"kat",-0.245801269298225
"keep",0.71578194490873
"keeping",-0.532570611912405
"keeps",3.25249257489679
"kept",-6.31850641439466
"key",-0.425308855811174
"keyboard",-3.71394782062561
"keypad",0.729178632509498
"keys",0.570263691900848
"kids",5.77989932833291
"kind",8.97030817044328
"kinda",0.0130001206894983
"kit",-0.0512127153561684
"kitkat",2.30431536339366
"knew",-0.0509932609452778
"knock",-0.827567734799391
"know",-2.31744071425205
"known",-0.216363331706576
"la",3.66164388111441
"label",0.0946488166162693
"lack",-0.936136068891758
"lacking",0.143677157889166
"lag",4.96115438040207
"laggy",-0.606209955582104
"language",-4.33498331639385
"laptop",-0.0557576557313996
"large",2.01356265494978
"larger",3.8607558110067
"last",-1.93994894550615
"lasted",-0.949695810613954
"lasting",1.60780726951461
"lasts",4.81855067573407
"late",-0.317831356799066
"later",-3.60356172155566
"latest",7.30120361365348
"launcher",0.153368693444626
"lcd",-0.0742870396278676
"learn",0.28333740061014
"learned",2.93205365013772
"least",-10.8756685476813
"leave",-2.10453120926645
"leaving",-0.0285510956904122
"led",4.05116378845715
"left",13.33530398381
"lenovo",-0.70132128393914
"lenovos",-1.40256867083514
"less",-0.388915877641408
"let",-5.98858482641566
"lets",0.22343014281711
"letters",-0.0557813287009415
"level",5.51099497578069
"lg",5.55910677341959
"life",15.6147174174369
"light",3.13011817525925
"lightweight",2.41058777172639
"liked",14.2112469480649
"likely",0.432193658666901
"limited",-2.22513595021292
"line",4.37340026550944
"listed",-0.267989740623451
"lit",-0.0470651099119242
"little",2.74589429066337
"live",9.08736000784973
"lives",1.8388791566152
"llego",-0.717897443937007
"lo",3.03441345111242
"load",-0.268781679397006
"loaded",0.15323400128294
"local",6.97557938523041
"located",1.15743365190643
"location",0.312326597609428
"locations",0.0132164027860567
"lock",1.98089859263586
"locked",-27.7135897768517
"logged",-0.0143379486018003
"lol",1.06259071243995
"lollipop",0.0252756927665757
"long",7.98451698312213
"longer",-0.945472641436873
"look",6.73245543824842
"looked",-9.06498066200723
"looking",-9.32269196088472
"looks",4.18797046242836
"loop",0.0491528521581751
"loose",-0.208367212886218
"los",-2.41383005051478
"lose",-0.990063515090589
"loses",-0.811368390310667
"lost",-2.92219575113221
"lot",2.36205666291866
"lots",0.006111021811709
"loud",-0.629506316922874
"loved",15.993097388823
"lovely",0.480022460290521
"lover",0.694742593676813
"loves",15.3749551336332
"loving",4.57375736270499
"low",3.84917668465951
"lower",-8.17190019500328
"lte",13.1613885008673
"luck",-0.284073722406467
"lumia",1.40913213881213
"made",-10.2043706863418
"main",-3.74438825128854
"maintenance",1.52913983568712
"major",-1.7825479512242
"make",3.12788098341541
"makes",5.20893051297718
"making",-13.678854483648
"malo",-0.190295467021338
"malware",0.140512962041966
"man",0.187639562876795
"manual",-11.2423843082912
"manually",-0.785448356486772
"manufacturer",-0.117978526555311
"many",0.732849879883515
"maps",-3.30794411270567
"market",-0.102426168430256
"marketing",0.242885465437512
"marshmallow",2.01019439155349
"match",-0.326426308853516
"matter",-6.54467508733559
"max",-3.39634495950584
"maximum",0.440311302955083
"may",-1.63095270020362
"maybe",-8.60226491199264
"mean",0.352520454327294
"meaning",-0.123612602273554
"means",1.37269155345942
"media",-0.633936082121445
"meet",-2.81080124795669
"meets",0.730498380692484
"mega",0.229427830206825
"memory",4.76137244927883
"mention",-0.339057711647706
"mentioned",3.23784137028678
"mentioning",-0.136872542686552
"menu",2.56165343669811
"mep",-0.0225855441807189
"message",-14.6177781668458
"messages",4.50389424235684
"messaging",-0.84518797874733
"messed",-0.237540363833876
"metal",0.388183690757653
"metro",-5.64998230042047
"mhz",-0.466781906454484
"mi",1.07046356074988
"mic",-0.348018892543992
"micro",-5.31475187501955
"microphone",-2.08741441449118
"microsd",-0.251117998703551
"microsoft",3.94726753257566
"middle",2.57756543889239
"might",-12.341007357717
"mike",0.091153181089223
"min",0.645768831215904
"mind",3.26810781333811
"mine",3.55726503813693
"mini",14.9213606800748
"minimum",-0.04405208328922
"minor",2.39182345510496
"minutes",2.31384178764744
"misleading",0.0225984069509124
"miss",-1.19010536007749
"missed",-0.39520231313903
"missing",-9.56507410254109
"mistake",2.47040020570926
"mobile",5.23220048702808
"mod",0.707796097829804
"mode",-1.2715536259562
"model",0.398077581083226
"modelo",-0.183986432066351
"models",0.0217926831145128
"mods",2.63911809186073
"mom",5.45217347298631
"money",-4.8341760799905
"month",-10.1157684149892
"months",-11.0537321571102
"more",8.97202681250141
"morning",2.37294291576338
"most",5.02876764205818
"mostly",0.152458763877961
"mother",-0.878086768804273
"moto",-0.159522456487356
"motorola",8.76936141535581
"mounted",0.119118801639691
"move",1.92240312834868
"moved",0.200908769294091
"moves",-0.0546196839728306
"moving",-0.0321753020006364
"mp",0.15901560753917
"much",9.36215383837264
"music",3.83386823503981
"must",5.93594643495168
"muy",4.26186482208959
"myself",6.30686696529597
"name",-3.17133915461775
"nano",0.151635802246814
"narrative",0.108677227683522
"navigation",0.937935788289151
"near",-2.71723082511846
"neat",0.10911719284376
"need",-2.8829771673683
"needed",15.3425535560894
"needs",1.86816826757218
"negative",3.65383503746203
"neither",-0.0417286110375544
"neon",0.729838198309085
"network",-5.64285224815915
"networks",2.17194321359726
"neutral",-0.0565520873121342
"never",-5.27639566150905
"new",9.45507310407957
"newer",3.37819761434151
"newest",0.071624292749177
"next",2.23013858025129
"nextbit",0.904186273873478
"nice",9.02430992041851
"night",3.82670216938418
"nights",-0.0183881143407464
"noise",0.105099194355837
"noises",-0.259928177008697
"nokia",0.179430205797964
"non",-10.3214482479742
"normal",4.42348728357419
"notch",0.568298695626319
"note",8.55437418856872
"noted",0.969185921343037
"notes",0.119857114858369
"nothing",-4.54997950384624
"notice",0.00205241644855358
"noticeable",1.23150212952049
"noticed",2.8394205302287
"notification",0.208666022102886
"notifications",4.42670143519316
"now",1.39556071212358
"number",2.26050883646345
"numbers",2.92643441170125
"object",0.101911882748779
"obviously",0.284261407791244
"odd",5.56362285340587
"oem",0.00228237895514749
"off",-5.00818399526239
"offer",0.669750765530572
"offered",-4.29410810921657
"offers",2.63000119276302
"often",0.0325122714659116
"oh",-0.19632121609921
"ok",-7.51171923161217
"okay",-14.0478433963307
"old",1.76661771967692
"older",1.57509106768855
"once",0.86002487696855
"ones",0.145968712901733
"online",-3.22079764031154
"only",4.04726317990029
"op",-0.121691596962146
"open",-9.18190174036905
"opened",-4.82804677229386
"opening",3.12543721008215
"opera",0.0782349702764606
"operate",-0.136085559487972
"operating",2.24938257692296
"operation",-0.229612914851866
"operator",-3.85954006716798
"opinion",1.83868251131376
"option",-4.55356745594186
"options",0.315396155830654
"or",0.346493140838742
"orange",0.359078479867582
"orbic",-0.247655961314098
"order",11.9094634425896
"ordered",-13.7138955858548
"ordering",0.128119729655075
"original",-6.37336941697165
"os",-3.81239947722363
"other",5.63046598832647
"others",-1.5203352761293
"otherwise",-15.5448263452768
"otter",3.13946455621118
"otterbox",0.552501551038402
"our",8.29603377322612
"out",-1.65789739790202
"outside",-13.7821311449201
"over",-1.90215893216989
"overall",19.2299794840617
"overcoming",0.108723264179202
"overheats",-0.133688143756261
"overpriced",-0.0657664804996342
"overseas",6.25766771797392
"ovi",-3.31849523305562
"own",-0.897216973963107
"owned",4.28250183102777
"package",3.85841004886961
"packaged",0.109769289735401
"packaging",11.5244940037929
"packed",1.537250315248
"page",-2.66949359518812
"paid",-5.31150436532701
"pain",1.66615170953692
"paired",0.654876001219043
"palet",0.0307410989725606
"palm",-1.08301096500527
"par",0
"para",-0.732027480291798
"paragraph",0.107788016772632
"part",4.89522463975461
"particular",0.945849135674455
"parts",-2.57600150462335
"pass",0.0782334638107251
"past",-0.224052918237924
